step,loss,class_acc,lr,min_lr,weight_decay,grad_norm,test_acc1,test_acc5,test_loss,test_f1,test_auc,test_recall
202,2.3114805221557617,0.375,0.0003385474847164005,0.0003385474847164005,0.0006000000284984708,,,,,,,
203,2.3664941787719727,0.3515625,0.0003385474847164005,0.0003385474847164005,0.0006000000284984708,1.9126685857772827,,,,,,
204,2.511265754699707,0.2890625,0.00034189943107776344,0.00034189943107776344,0.0006000000284984708,,,,,,,
205,2.4374420642852783,0.359375,0.00034189943107776344,0.00034189943107776344,0.0006000000284984708,2.9187731742858887,,,,,,
206,2.3344593048095703,0.3984375,0.00034525140654295683,0.00034525140654295683,0.0006000000284984708,,,,,,,
207,2.344550132751465,0.359375,0.00034525140654295683,0.00034525140654295683,0.0006000000284984708,2.14505672454834,,,,,,
208,2.0578906536102295,0.46875,0.00034860335290431976,0.00034860335290431976,0.0006000000284984708,,,,,,,
209,2.337625503540039,0.3671875,0.00034860335290431976,0.00034860335290431976,0.0006000000284984708,3.05826473236084,,,,,,
210,2.061595916748047,0.5078125,0.0003519552992656827,0.0003519552992656827,0.0006000000284984708,,,,,,,
211,2.1360573768615723,0.4765625,0.0003519552992656827,0.0003519552992656827,0.0006000000284984708,3.0972092151641846,,,,,,
212,2.369091033935547,0.3671875,0.0003553072747308761,0.0003553072747308761,0.0006000000284984708,,,,,,,
213,2.316739082336426,0.421875,0.0003553072747308761,0.0003553072747308761,0.0006000000284984708,3.3664774894714355,,,,,,
214,2.2797398567199707,0.390625,0.000358659221092239,0.000358659221092239,0.0006000000284984708,,,,,,,
215,2.199036121368408,0.4140625,0.000358659221092239,0.000358659221092239,0.0006000000284984708,2.465404987335205,,,,,,
216,2.269326686859131,0.3984375,0.00036201116745360196,0.00036201116745360196,0.0006000000284984708,,,,,,,
217,2.08160400390625,0.4609375,0.00036201116745360196,0.00036201116745360196,0.0006000000284984708,3.974552631378174,,,,,,
218,2.254643440246582,0.453125,0.00036536314291879535,0.00036536314291879535,0.0006000000284984708,,,,,,,
219,2.233487129211426,0.3671875,0.00036536314291879535,0.00036536314291879535,0.0006000000284984708,2.138150691986084,,,,,,
220,2.193608283996582,0.359375,0.0003687150892801583,0.0003687150892801583,0.0006000000284984708,,,,,,,
221,2.4311776161193848,0.3359375,0.0003687150892801583,0.0003687150892801583,0.0006000000284984708,2.7465336322784424,,,,,,
222,2.2053470611572266,0.421875,0.0003720670356415212,0.0003720670356415212,0.0006000000284984708,,,,,,,
223,2.2055912017822266,0.375,0.0003720670356415212,0.0003720670356415212,0.0006000000284984708,1.6732017993927002,,,,,,
224,2.238400936126709,0.40625,0.00037541898200288415,0.00037541898200288415,0.0006000000284984708,,,,,,,
225,2.2117490768432617,0.4375,0.00037541898200288415,0.00037541898200288415,0.0006000000284984708,2.745601177215576,,,,,,
226,2.0794284343719482,0.4609375,0.00037877095746807754,0.00037877095746807754,0.0006000000284984708,,,,,,,
227,2.284712791442871,0.3671875,0.00037877095746807754,0.00037877095746807754,0.0006000000284984708,2.241325855255127,,,,,,
228,2.006166458129883,0.5078125,0.0003821229038294405,0.0003821229038294405,0.0006000000284984708,,,,,,,
229,2.1696529388427734,0.4609375,0.0003821229038294405,0.0003821229038294405,0.0006000000284984708,2.9471306800842285,,,,,,
230,2.153486967086792,0.40625,0.0003854748501908034,0.0003854748501908034,0.0006000000284984708,,,,,,,
231,2.020132064819336,0.5,0.0003854748501908034,0.0003854748501908034,0.0006000000284984708,2.88246488571167,,,,,,
232,2.087935447692871,0.515625,0.0003888268256559968,0.0003888268256559968,0.0006000000284984708,,,,,,,
233,2.1240901947021484,0.4453125,0.0003888268256559968,0.0003888268256559968,0.0006000000284984708,2.551605701446533,,,,,,
234,2.1306488513946533,0.46875,0.00039217877201735973,0.00039217877201735973,0.0006000000284984708,,,,,,,
235,2.026707649230957,0.4921875,0.00039217877201735973,0.00039217877201735973,0.0006000000284984708,3.5491554737091064,,,,,,
236,2.132053852081299,0.4140625,0.00039553071837872267,0.00039553071837872267,0.0006000000284984708,,,,,,,
237,2.0047974586486816,0.4609375,0.00039553071837872267,0.00039553071837872267,0.0006000000284984708,2.521064281463623,,,,,,
238,1.9568088054656982,0.5,0.00039888269384391606,0.00039888269384391606,0.0006000000284984708,,,,,,,
239,2.2348437309265137,0.390625,0.00039888269384391606,0.00039888269384391606,0.0006000000284984708,1.7628287076950073,,,,,,
240,2.14776611328125,0.4375,0.000402234640205279,0.000402234640205279,0.0006000000284984708,,,,,,,
241,2.0756876468658447,0.453125,0.000402234640205279,0.000402234640205279,0.0006000000284984708,1.9637607336044312,,,,,,
242,2.130824565887451,0.3828125,0.0004055865865666419,0.0004055865865666419,0.0006000000284984708,,,,,,,
243,2.0136945247650146,0.46875,0.0004055865865666419,0.0004055865865666419,0.0006000000284984708,2.1645023822784424,,,,,,
244,1.9373902082443237,0.4921875,0.0004089385620318353,0.0004089385620318353,0.0006000000284984708,,,,,,,
245,2.0307183265686035,0.46875,0.0004089385620318353,0.0004089385620318353,0.0006000000284984708,3.359064817428589,,,,,,
246,1.7923375368118286,0.640625,0.00041229050839319825,0.00041229050839319825,0.0006000000284984708,,,,,,,
247,2.1026504039764404,0.4921875,0.00041229050839319825,0.00041229050839319825,0.0006000000284984708,2.7279438972473145,,,,,,
248,2.0176448822021484,0.5078125,0.0004156424547545612,0.0004156424547545612,0.0006000000284984708,,,,,,,
249,1.9202800989151,0.578125,0.0004156424547545612,0.0004156424547545612,0.0006000000284984708,2.214294195175171,,,,,,
250,1.9891366958618164,0.4765625,0.0004189944011159241,0.0004189944011159241,0.0006000000284984708,,,,,,,
251,2.0382704734802246,0.4453125,0.0004189944011159241,0.0004189944011159241,0.0006000000284984708,3.5708210468292236,,,,,,
252,1.95503830909729,0.515625,0.0004223463765811175,0.0004223463765811175,0.0006000000284984708,,,,,,,
253,1.8425161838531494,0.5546875,0.0004223463765811175,0.0004223463765811175,0.0006000000284984708,2.121900796890259,,,,,,
254,1.9136157035827637,0.515625,0.00042569832294248044,0.00042569832294248044,0.0006000000284984708,,,,,,,
255,1.8776577711105347,0.5625,0.00042569832294248044,0.00042569832294248044,0.0006000000284984708,2.26863694190979,,,,,,
256,1.772926688194275,0.5234375,0.0004290502693038434,0.0004290502693038434,0.0006000000284984708,,,,,,,
257,2.0503993034362793,0.4609375,0.0004290502693038434,0.0004290502693038434,0.0006000000284984708,2.069201707839966,,,,,,
258,2.0473318099975586,0.4453125,0.00043240224476903677,0.00043240224476903677,0.0006000000284984708,,,,,,,
259,2.0152368545532227,0.46875,0.00043240224476903677,0.00043240224476903677,0.0006000000284984708,2.2953615188598633,,,,,,
260,2.0701186656951904,0.53125,0.0004357541911303997,0.0004357541911303997,0.0006000000284984708,,,,,,,
261,1.901810884475708,0.4921875,0.0004357541911303997,0.0004357541911303997,0.0006000000284984708,2.6368908882141113,,,,,,
262,1.851897120475769,0.5625,0.00043910613749176264,0.00043910613749176264,0.0006000000284984708,,,,,,,
263,1.9302394390106201,0.5234375,0.00043910613749176264,0.00043910613749176264,0.0006000000284984708,2.2615811824798584,,,,,,
264,1.8501425981521606,0.546875,0.00044245811295695603,0.00044245811295695603,0.0006000000284984708,,,,,,,
265,1.9396147727966309,0.5546875,0.00044245811295695603,0.00044245811295695603,0.0006000000284984708,3.1861867904663086,,,,,,
266,1.952174186706543,0.5078125,0.00044581005931831896,0.00044581005931831896,0.0006000000284984708,,,,,,,
267,1.7462701797485352,0.578125,0.00044581005931831896,0.00044581005931831896,0.0006000000284984708,4.132239818572998,,,,,,
268,1.8864991664886475,0.5234375,0.0004491620056796819,0.0004491620056796819,0.0006000000284984708,,,,,,,
269,1.790248155593872,0.609375,0.0004491620056796819,0.0004491620056796819,0.0006000000284984708,3.080085039138794,,,,,,
270,1.8677159547805786,0.515625,0.00045251395204104483,0.00045251395204104483,0.0006000000284984708,,,,,,,
271,1.8602194786071777,0.578125,0.00045251395204104483,0.00045251395204104483,0.0006000000284984708,2.971454620361328,,,,,,
272,1.9189809560775757,0.53125,0.0004558659275062382,0.0004558659275062382,0.0006000000284984708,,,,,,,
273,1.8404414653778076,0.53125,0.0004558659275062382,0.0004558659275062382,0.0006000000284984708,2.3517377376556396,,,,,,
274,1.7555310726165771,0.5859375,0.00045921787386760116,0.00045921787386760116,0.0006000000284984708,,,,,,,
275,1.8563783168792725,0.5234375,0.00045921787386760116,0.00045921787386760116,0.0006000000284984708,2.0282022953033447,,,,,,
276,1.9969704151153564,0.4765625,0.0004625698202289641,0.0004625698202289641,0.0006000000284984708,,,,,,,
277,1.954608678817749,0.5078125,0.0004625698202289641,0.0004625698202289641,0.0006000000284984708,3.857553482055664,,,,,,
278,1.854882001876831,0.5390625,0.0004659217956941575,0.0004659217956941575,0.0006000000284984708,,,,,,,
279,1.862755537033081,0.578125,0.0004659217956941575,0.0004659217956941575,0.0006000000284984708,2.254143238067627,,,,,,
280,1.6355317831039429,0.609375,0.0004692737420555204,0.0004692737420555204,0.0006000000284984708,,,,,,,
281,1.7817413806915283,0.515625,0.0004692737420555204,0.0004692737420555204,0.0006000000284984708,2.784595251083374,,,,,,
282,1.5523431301116943,0.6640625,0.00047262568841688335,0.00047262568841688335,0.0006000000284984708,,,,,,,
283,1.7411789894104004,0.6171875,0.00047262568841688335,0.00047262568841688335,0.0006000000284984708,2.155400037765503,,,,,,
284,1.8509703874588013,0.53125,0.00047597766388207674,0.00047597766388207674,0.0006000000284984708,,,,,,,
285,1.6687114238739014,0.59375,0.00047597766388207674,0.00047597766388207674,0.0006000000284984708,3.0997695922851562,,,,,,
286,1.8546671867370605,0.5078125,0.0004793296102434397,0.0004793296102434397,0.0006000000284984708,,,,,,,
287,1.7559378147125244,0.5859375,0.0004793296102434397,0.0004793296102434397,0.0006000000284984708,3.7982537746429443,,,,,,
288,1.844059705734253,0.53125,0.0004826815566048026,0.0004826815566048026,0.0006000000284984708,,,,,,,
289,1.62064528465271,0.6484375,0.0004826815566048026,0.0004826815566048026,0.0006000000284984708,2.4372289180755615,,,,,,
290,1.8122220039367676,0.578125,0.000486033532069996,0.000486033532069996,0.0006000000284984708,,,,,,,
291,1.6262331008911133,0.6484375,0.000486033532069996,0.000486033532069996,0.0006000000284984708,2.8015012741088867,,,,,,
292,1.652137279510498,0.6015625,0.0004893854493275285,0.0004893854493275285,0.0006000000284984708,,,,,,,
293,1.8119330406188965,0.546875,0.0004893854493275285,0.0004893854493275285,0.0006000000284984708,2.4257073402404785,,,,,,
294,1.7929627895355225,0.546875,0.0004927374538965523,0.0004927374538965523,0.0006000000284984708,,,,,,,
295,1.8885717391967773,0.5546875,0.0004927374538965523,0.0004927374538965523,0.0006000000284984708,2.6984808444976807,,,,,,
296,1.9014756679534912,0.4921875,0.0004960894002579153,0.0004960894002579153,0.0006000000284984708,,,,,,,
297,1.75333571434021,0.609375,0.0004960894002579153,0.0004960894002579153,0.0006000000284984708,3.5995209217071533,,,,,,
298,1.651700496673584,0.609375,0.0004994413466192782,0.0004994413466192782,0.0006000000284984708,,,,,,,
299,1.814159631729126,0.546875,0.0004994413466192782,0.0004994413466192782,0.0006000000284984708,4.462221622467041,,,,,,
300,1.6979719400405884,0.625,0.0005027932929806411,0.0005027932929806411,0.0006000000284984708,,,,,,,
301,1.773643970489502,0.5859375,0.0005027932929806411,0.0005027932929806411,0.0006000000284984708,3.2152841091156006,,,,,,
302,1.734844446182251,0.5859375,0.0005061452393420041,0.0005061452393420041,0.0006000000284984708,,,,,,,
303,1.5078641176223755,0.7109375,0.0005061452393420041,0.0005061452393420041,0.0006000000284984708,2.761422872543335,,,,,,
304,1.745571494102478,0.6015625,0.000509497185703367,0.000509497185703367,0.0006000000284984708,,,,,,,
305,1.7063223123550415,0.578125,0.000509497185703367,0.000509497185703367,0.0006000000284984708,5.275310516357422,,,,,,
306,1.774620532989502,0.578125,0.0005128491902723908,0.0005128491902723908,0.0006000000284984708,,,,,,,
307,1.6708145141601562,0.65625,0.0005128491902723908,0.0005128491902723908,0.0006000000284984708,2.647177219390869,,,,,,
308,1.6883234977722168,0.5625,0.0005162011366337538,0.0005162011366337538,0.0006000000284984708,,,,,,,
309,1.637656807899475,0.609375,0.0005162011366337538,0.0005162011366337538,0.0006000000284984708,3.2787013053894043,,,,,,
310,1.7323335409164429,0.6171875,0.0005195530829951167,0.0005195530829951167,0.0006000000284984708,,,,,,,
311,1.8920512199401855,0.5234375,0.0005195530829951167,0.0005195530829951167,0.0006000000284984708,4.397404670715332,,,,,,
312,1.7936110496520996,0.5234375,0.0005229050293564796,0.0005229050293564796,0.0006000000284984708,,,,,,,
313,1.744481086730957,0.6015625,0.0005229050293564796,0.0005229050293564796,0.0006000000284984708,2.740135908126831,,,,,,
314,1.6608960628509521,0.609375,0.0005262569757178426,0.0005262569757178426,0.0006000000284984708,,,,,,,
315,1.5497746467590332,0.6328125,0.0005262569757178426,0.0005262569757178426,0.0006000000284984708,3.377344846725464,,,,,,
316,1.606416940689087,0.6328125,0.0005296089220792055,0.0005296089220792055,0.0006000000284984708,,,,,,,
317,1.7716419696807861,0.5546875,0.0005296089220792055,0.0005296089220792055,0.0006000000284984708,4.215389251708984,,,,,,
318,1.5414056777954102,0.6640625,0.0005329608684405684,0.0005329608684405684,0.0006000000284984708,,,,,,,
319,1.6355400085449219,0.625,0.0005329608684405684,0.0005329608684405684,0.0006000000284984708,3.7079575061798096,,,,,,
320,1.6405038833618164,0.6015625,0.0005363128730095923,0.0005363128730095923,0.0006000000284984708,,,,,,,
321,1.543198585510254,0.6484375,0.0005363128730095923,0.0005363128730095923,0.0006000000284984708,4.473968505859375,,,,,,
322,1.6047195196151733,0.65625,0.0005396648193709552,0.0005396648193709552,0.0006000000284984708,,,,,,,
323,1.5723369121551514,0.6328125,0.0005396648193709552,0.0005396648193709552,0.0006000000284984708,2.4696428775787354,,,,,,
324,1.642327904701233,0.6328125,0.0005430167657323182,0.0005430167657323182,0.0006000000284984708,,,,,,,
325,1.6473019123077393,0.59375,0.0005430167657323182,0.0005430167657323182,0.0006000000284984708,3.9176442623138428,,,,,,
326,1.501976728439331,0.734375,0.0005463687120936811,0.0005463687120936811,0.0006000000284984708,,,,,,,
327,1.6628196239471436,0.59375,0.0005463687120936811,0.0005463687120936811,0.0006000000284984708,3.466583013534546,,,,,,
328,1.5387721061706543,0.6953125,0.000549720658455044,0.000549720658455044,0.0006000000284984708,,,,,,,
329,1.690271258354187,0.578125,0.000549720658455044,0.000549720658455044,0.0006000000284984708,2.042712688446045,,,,,,
330,1.6411750316619873,0.578125,0.000553072604816407,0.000553072604816407,0.0006000000284984708,,,,,,,
331,1.6102958917617798,0.625,0.000553072604816407,0.000553072604816407,0.0006000000284984708,3.122668504714966,,,,,,
332,1.6955585479736328,0.5703125,0.0005564246093854308,0.0005564246093854308,0.0006000000284984708,,,,,,,
333,1.5398244857788086,0.6171875,0.0005564246093854308,0.0005564246093854308,0.0006000000284984708,2.3388919830322266,,,,,,
334,1.6740983724594116,0.6015625,0.0005597765557467937,0.0005597765557467937,0.0006000000284984708,,,,,,,
335,1.7215566635131836,0.5390625,0.0005597765557467937,0.0005597765557467937,0.0006000000284984708,3.226109027862549,,,,,,
336,1.630550503730774,0.6328125,0.0005631285021081567,0.0005631285021081567,0.0006000000284984708,,,,,,,
337,1.5224003791809082,0.6796875,0.0005631285021081567,0.0005631285021081567,0.0006000000284984708,4.738309383392334,,,,,,
338,1.702410340309143,0.5546875,0.0005664804484695196,0.0005664804484695196,0.0006000000284984708,,,,,,,
339,1.438847541809082,0.703125,0.0005664804484695196,0.0005664804484695196,0.0006000000284984708,2.757864475250244,,,,,,
340,1.4281072616577148,0.6796875,0.0005698323948308825,0.0005698323948308825,0.0006000000284984708,,,,,,,
341,1.6704847812652588,0.609375,0.0005698323948308825,0.0005698323948308825,0.0006000000284984708,2.9579732418060303,,,,,,
342,1.585726261138916,0.6171875,0.0005731843411922455,0.0005731843411922455,0.0006000000284984708,,,,,,,
343,1.6147985458374023,0.6328125,0.0005731843411922455,0.0005731843411922455,0.0006000000284984708,2.4768991470336914,,,,,,
344,1.558591365814209,0.6484375,0.0005765362875536084,0.0005765362875536084,0.0006000000284984708,,,,,,,
345,1.5714948177337646,0.6328125,0.0005765362875536084,0.0005765362875536084,0.0006000000284984708,2.567934989929199,,,,,,
346,1.5460999011993408,0.640625,0.0005798882921226323,0.0005798882921226323,0.0006000000284984708,,,,,,,
347,1.5461055040359497,0.6171875,0.0005798882921226323,0.0005798882921226323,0.0006000000284984708,3.3661441802978516,,,,,,
348,1.6649450063705444,0.578125,0.0005832402384839952,0.0005832402384839952,0.0006000000284984708,,,,,,,
349,1.5225257873535156,0.671875,0.0005832402384839952,0.0005832402384839952,0.0006000000284984708,3.2600700855255127,,,,,,
350,1.629992961883545,0.609375,0.0005865921848453581,0.0005865921848453581,0.0006000000284984708,,,,,,,
351,1.5228400230407715,0.65625,0.0005865921848453581,0.0005865921848453581,0.0006000000284984708,3.7306954860687256,,,,,,
352,1.5650482177734375,0.671875,0.0005899441312067211,0.0005899441312067211,0.0006000000284984708,,,,,,,
353,1.6243832111358643,0.6328125,0.0005899441312067211,0.0005899441312067211,0.0006000000284984708,2.7469215393066406,,,,,,
354,1.4851737022399902,0.6875,0.000593296077568084,0.000593296077568084,0.0006000000284984708,,,,,,,
355,1.466338038444519,0.6875,0.000593296077568084,0.000593296077568084,0.0006000000284984708,3.513007164001465,,,,,,
356,1.5336883068084717,0.65625,0.0005966480239294469,0.0005966480239294469,0.0006000000284984708,,,,,,,
357,1.4117157459259033,0.734375,0.0005966480239294469,0.0005966480239294469,0.0006000000284984708,2.696661949157715,,,,,,
358,1.509867548942566,0.6875,0.0006000000284984708,0.0006000000284984708,0.0006000000284984708,,,,,,,
359,1.5855259895324707,0.640625,0.0006000000284984708,0.0006000000284984708,0.0006000000284984708,3.1747806072235107,,,,,,
360,1.489983320236206,0.6640625,0.0006000000284984708,0.0006000000284984708,0.0006000000284984708,,,,,,,
361,1.5380488634109497,0.6640625,0.0006000000284984708,0.0006000000284984708,0.0006000000284984708,2.322547197341919,,,,,,
362,1.4506900310516357,0.7109375,0.0005999994464218616,0.0005999994464218616,0.0006000000284984708,,,,,,,
363,1.4717446565628052,0.640625,0.0005999994464218616,0.0005999994464218616,0.0006000000284984708,2.8394126892089844,,,,,,
364,1.4923821687698364,0.6796875,0.0005999977583996952,0.0005999977583996952,0.0006000000284984708,,,,,,,
365,1.5824956893920898,0.625,0.0005999977583996952,0.0005999977583996952,0.0006000000284984708,4.7395501136779785,,,,,,
366,1.5591509342193604,0.671875,0.0005999949062243104,0.0005999949062243104,0.0006000000284984708,,,,,,,
367,1.4901931285858154,0.6875,0.0005999949062243104,0.0005999949062243104,0.0006000000284984708,2.3808391094207764,,,,,,
368,1.4979467391967773,0.671875,0.0005999910063110292,0.0005999910063110292,0.0006000000284984708,,,,,,,
369,1.457937240600586,0.703125,0.0005999910063110292,0.0005999910063110292,0.0006000000284984708,2.5136046409606934,,,,,,
370,1.4587669372558594,0.7109375,0.0005999859422445297,0.0005999859422445297,0.0006000000284984708,,,,,,,
371,1.633005142211914,0.625,0.0005999859422445297,0.0005999859422445297,0.0006000000284984708,2.7369120121002197,,,,,,
372,1.4141366481781006,0.6875,0.000599979714024812,0.000599979714024812,0.0006000000284984708,,,,,,,
373,1.4524726867675781,0.640625,0.000599979714024812,0.000599979714024812,0.0006000000284984708,2.9340343475341797,,,,,,
374,1.5167056322097778,0.671875,0.0005999723798595369,0.0005999723798595369,0.0006000000284984708,,,,,,,
375,1.3008239269256592,0.7578125,0.0005999723798595369,0.0005999723798595369,0.0006000000284984708,2.623690366744995,,,,,,
376,1.4479386806488037,0.6875,0.0005999639397487044,0.0005999639397487044,0.0006000000284984708,,,,,,,
377,1.5664011240005493,0.6328125,0.0005999639397487044,0.0005999639397487044,0.0006000000284984708,3.3583807945251465,,,,,,
378,1.4943057298660278,0.6875,0.0005999543936923146,0.0005999543936923146,0.0006000000284984708,,,,,,,
379,1.4158943891525269,0.75,0.0005999543936923146,0.0005999543936923146,0.0006000000284984708,3.1384479999542236,,,,,,
380,1.4456285238265991,0.6953125,0.0005999436834827065,0.0005999436834827065,0.0006000000284984708,,,,,,,
381,1.3894351720809937,0.7109375,0.0005999436834827065,0.0005999436834827065,0.0006000000284984708,2.912395477294922,,,,,,
382,1.3156309127807617,0.7421875,0.0005999318673275411,0.0005999318673275411,0.0006000000284984708,,,,,,,
383,1.5049998760223389,0.625,0.0005999318673275411,0.0005999318673275411,0.0006000000284984708,2.873642683029175,,,,,,
384,1.634413719177246,0.578125,0.0005999188870191574,0.0005999188870191574,0.0006000000284984708,,,,,,,
385,1.4481474161148071,0.703125,0.0005999188870191574,0.0005999188870191574,0.0006000000284984708,2.962947368621826,,,,,,
386,1.5856096744537354,0.671875,0.0005999048589728773,0.0005999048589728773,0.0006000000284984708,,,,,,,
387,1.4560210704803467,0.6875,0.0005999048589728773,0.0005999048589728773,0.0006000000284984708,2.5996832847595215,,,,,,
388,1.421178936958313,0.6953125,0.0005998896085657179,0.0005998896085657179,0.0006000000284984708,,,,,,,
389,1.5211915969848633,0.671875,0.0005998896085657179,0.0005998896085657179,0.0006000000284984708,3.0574357509613037,,,,,,
390,1.3327744007110596,0.75,0.0005998733104206622,0.0005998733104206622,0.0006000000284984708,,,,,,,
391,1.4569180011749268,0.71875,0.0005998733104206622,0.0005998733104206622,0.0006000000284984708,2.566863536834717,,,,,,
392,1.4355146884918213,0.6953125,0.0005998558481223881,0.0005998558481223881,0.0006000000284984708,,,,,,,
393,1.4092096090316772,0.765625,0.0005998558481223881,0.0005998558481223881,0.0006000000284984708,3.5263657569885254,,,,,,
394,1.3645678758621216,0.7265625,0.0005998372798785567,0.0005998372798785567,0.0006000000284984708,,,,,,,
395,1.4184201955795288,0.6640625,0.0005998372798785567,0.0005998372798785567,0.0006000000284984708,4.17338752746582,,,,,,
396,1.4033939838409424,0.71875,0.0005998175474815071,0.0005998175474815071,0.0006000000284984708,,,,,,,
397,1.3658113479614258,0.703125,0.0005998175474815071,0.0005998175474815071,0.0006000000284984708,2.3277134895324707,,,,,,
398,1.4971073865890503,0.671875,0.0005997967091389,0.0005997967091389,0.0006000000284984708,,,,,,,
399,1.3261568546295166,0.71875,0.0005997967091389,0.0005997967091389,0.0006000000284984708,2.4257471561431885,,,,,,
400,1.3022334575653076,0.7265625,0.0005997747648507357,0.0005997747648507357,0.0006000000284984708,,,,,,,
401,1.480388879776001,0.703125,0.0005997747648507357,0.0005997747648507357,0.0006000000284984708,2.9241790771484375,,,,,,
402,1.574688196182251,0.625,0.000599751656409353,0.000599751656409353,0.0006000000284984708,,,,,,,
403,1.4098209142684937,0.71875,0.000599751656409353,0.000599751656409353,0.0006000000284984708,2.035446882247925,,,,,,
404,1.5224192142486572,0.6796875,0.000599727442022413,0.000599727442022413,0.0006000000284984708,,,,,,,
405,1.342484712600708,0.765625,0.000599727442022413,0.000599727442022413,0.0006000000284984708,3.0008344650268555,,,,,,
406,1.2407641410827637,0.7890625,0.0005997021216899157,0.0005997021216899157,0.0006000000284984708,,,,,,,
407,1.4965184926986694,0.6640625,0.0005997021216899157,0.0005997021216899157,0.0006000000284984708,2.1085290908813477,,,,,,
408,1.282987117767334,0.765625,0.0005996756954118609,0.0005996756954118609,0.0006000000284984708,,,,,,,
409,1.394282579421997,0.734375,0.0005996756954118609,0.0005996756954118609,0.0006000000284984708,3.265244245529175,,,,,,
410,1.443549394607544,0.6796875,0.000599648104980588,0.000599648104980588,0.0006000000284984708,,,,,,,
411,1.1760046482086182,0.796875,0.000599648104980588,0.000599648104980588,0.0006000000284984708,2.8164470195770264,,,,,,
412,1.5407261848449707,0.671875,0.0005996194086037576,0.0005996194086037576,0.0006000000284984708,,,,,,,
413,1.507765769958496,0.6640625,0.0005996194086037576,0.0005996194086037576,0.0006000000284984708,3.00858736038208,,,,,,
414,1.4259958267211914,0.703125,0.000599589548073709,0.000599589548073709,0.0006000000284984708,,,,,,,
415,1.3282251358032227,0.7578125,0.000599589548073709,0.000599589548073709,0.0006000000284984708,3.08990216255188,,,,,,
416,1.5311684608459473,0.6171875,0.000599558581598103,0.000599558581598103,0.0006000000284984708,,,,,,,
417,1.3650646209716797,0.71875,0.000599558581598103,0.000599558581598103,0.0006000000284984708,2.6903319358825684,,,,,,
418,1.2569162845611572,0.7734375,0.0005995265091769397,0.0005995265091769397,0.0006000000284984708,,,,,,,
419,1.3223876953125,0.6953125,0.0005995265091769397,0.0005995265091769397,0.0006000000284984708,2.706859827041626,,,,,,
420,1.3942975997924805,0.703125,0.0005994932726025581,0.0005994932726025581,0.0006000000284984708,,,,,,,
421,1.2841029167175293,0.75,0.0005994932726025581,0.0005994932726025581,0.0006000000284984708,2.944061279296875,,,,,,
422,1.3957265615463257,0.6953125,0.0005994589882902801,0.0005994589882902801,0.0006000000284984708,,,,,,,
423,1.4073894023895264,0.75,0.0005994589882902801,0.0005994589882902801,0.0006000000284984708,3.688779592514038,,,,,,
424,1.2425382137298584,0.828125,0.0005994234816171229,0.0005994234816171229,0.0006000000284984708,,,,,,,
425,1.5503884553909302,0.671875,0.0005994234816171229,0.0005994234816171229,0.0006000000284984708,2.8928229808807373,,,,,,
426,1.2863738536834717,0.7578125,0.0005993869272060692,0.0005993869272060692,0.0006000000284984708,,,,,,,
427,1.3445806503295898,0.734375,0.0005993869272060692,0.0005993869272060692,0.0006000000284984708,4.8708109855651855,,,,,,
428,1.3141536712646484,0.7578125,0.0005993492086417973,0.0005993492086417973,0.0006000000284984708,,,,,,,
429,1.334439754486084,0.7734375,0.0005993492086417973,0.0005993492086417973,0.0006000000284984708,2.8262317180633545,,,,,,
430,1.3288053274154663,0.734375,0.000599310384131968,0.000599310384131968,0.0006000000284984708,,,,,,,
431,1.4389886856079102,0.671875,0.000599310384131968,0.000599310384131968,0.0006000000284984708,3.6036739349365234,,,,,,
432,1.4718210697174072,0.6953125,0.0005992704536765814,0.0005992704536765814,0.0006000000284984708,,,,,,,
433,1.2394840717315674,0.765625,0.0005992704536765814,0.0005992704536765814,0.0006000000284984708,4.577052593231201,,,,,,
434,1.3520933389663696,0.75,0.0005992293590679765,0.0005992293590679765,0.0006000000284984708,,,,,,,
435,1.2019968032836914,0.78125,0.0005992293590679765,0.0005992293590679765,0.0006000000284984708,2.375375747680664,,,,,,
436,1.3992338180541992,0.6875,0.0005991871585138142,0.0005991871585138142,0.0006000000284984708,,,,,,,
437,1.4744418859481812,0.671875,0.0005991871585138142,0.0005991871585138142,0.0006000000284984708,5.505828380584717,,,,,,
438,1.4318093061447144,0.65625,0.0005991438520140946,0.0005991438520140946,0.0006000000284984708,,,,,,,
439,1.2548973560333252,0.7734375,0.0005991438520140946,0.0005991438520140946,0.0006000000284984708,3.56231689453125,,,,,,
440,1.235640525817871,0.796875,0.0005990993813611567,0.0005990993813611567,0.0006000000284984708,,,,,,,
441,1.3545914888381958,0.7109375,0.0005990993813611567,0.0005990993813611567,0.0006000000284984708,3.4730052947998047,,,,,,
442,1.3577786684036255,0.78125,0.0005990538047626615,0.0005990538047626615,0.0006000000284984708,,,,,,,
443,1.513871192932129,0.640625,0.0005990538047626615,0.0005990538047626615,0.0006000000284984708,3.512593984603882,,,,,,
444,1.3575584888458252,0.7578125,0.0005990071222186089,0.0005990071222186089,0.0006000000284984708,,,,,,,
445,1.2895753383636475,0.7421875,0.0005990071222186089,0.0005990071222186089,0.0006000000284984708,2.9136123657226562,,,,,,
446,1.333001732826233,0.7265625,0.0005989593337289989,0.0005989593337289989,0.0006000000284984708,,,,,,,
447,1.3394620418548584,0.75,0.0005989593337289989,0.0005989593337289989,0.0006000000284984708,3.949528455734253,,,,,,
