step,loss,class_acc,lr,min_lr,weight_decay,grad_norm,test_acc1,test_acc5,test_loss
31,3.2835559844970703,0.0546875,5.0279330025659874e-05,5.0279330025659874e-05,0.0006000000284984708,0.6658228039741516,65.67797088623047,97.45762634277344,0.8729611039161682
32,3.2932324409484863,0.0546875,5.363128366298042e-05,5.363128366298042e-05,0.0006000000284984708,,71.18643951416016,98.72881317138672,0.8191295862197876
33,3.2955873012542725,0.078125,5.363128366298042e-05,5.363128366298042e-05,0.0006000000284984708,0.7640828490257263,67.79661560058594,97.45762634277344,0.8833551406860352
34,3.296797513961792,0.0234375,5.698324093827978e-05,5.698324093827978e-05,0.0006000000284984708,,72.88135528564453,98.30508422851562,0.8563580513000488
35,3.3101470470428467,0.0625,5.698324093827978e-05,5.698324093827978e-05,0.0006000000284984708,0.6848948001861572,69.49153137207031,97.03390502929688,0.7928640842437744
36,3.3082351684570312,0.0625,6.0335194575600326e-05,6.0335194575600326e-05,0.0006000000284984708,,71.18643951416016,97.88135528564453,0.8693088293075562
37,3.2999963760375977,0.0625,6.0335194575600326e-05,6.0335194575600326e-05,0.0006000000284984708,0.7469280958175659,69.49153137207031,98.30509185791016,0.7260664105415344
38,3.28471302986145,0.046875,6.368714821292087e-05,6.368714821292087e-05,0.0006000000284984708,,71.61016845703125,97.88135528564453,0.9009777307510376
39,3.2936577796936035,0.0625,6.368714821292087e-05,6.368714821292087e-05,0.0006000000284984708,0.6164448857307434,70.33898162841797,97.45763397216797,0.8687629699707031
40,3.282637119293213,0.078125,6.703910912619904e-05,6.703910912619904e-05,0.0006000000284984708,,73.30508422851562,98.30509185791016,0.811328649520874
41,3.297104597091675,0.0234375,6.703910912619904e-05,6.703910912619904e-05,0.0006000000284984708,0.6968579292297363,72.03390502929688,97.03390502929688,0.8384535312652588
42,3.299957752227783,0.0546875,7.039106276351959e-05,7.039106276351959e-05,0.0006000000284984708,,68.22034454345703,98.30508422851562,0.8941471576690674
43,3.2821102142333984,0.0703125,7.039106276351959e-05,7.039106276351959e-05,0.0006000000284984708,0.6333813667297363,71.18644714355469,97.45762634277344,0.9405148029327393
44,3.28538179397583,0.1015625,7.374301640084013e-05,7.374301640084013e-05,0.0006000000284984708,,72.88136291503906,97.88135528564453,0.8294574022293091
45,3.2951111793518066,0.0703125,7.374301640084013e-05,7.374301640084013e-05,0.0006000000284984708,0.6400293111801147,72.45763397216797,97.88136291503906,0.849909782409668
46,3.292954921722412,0.078125,7.709497003816068e-05,7.709497003816068e-05,0.0006000000284984708,,71.61016845703125,97.88136291503906,0.9247431755065918
47,3.277538776397705,0.0703125,7.709497003816068e-05,7.709497003816068e-05,0.0006000000284984708,0.6799556612968445,71.18644714355469,98.72881317138672,0.8373111486434937
48,3.2900657653808594,0.09375,8.044693095143884e-05,8.044693095143884e-05,0.0006000000284984708,,73.72882080078125,97.45763397216797,0.8117919564247131
49,3.28043270111084,0.09375,8.044693095143884e-05,8.044693095143884e-05,0.0006000000284984708,0.6007897257804871,69.06779479980469,98.30508422851562,0.804387629032135
50,3.288506507873535,0.0859375,8.379888458875939e-05,8.379888458875939e-05,0.0006000000284984708,,73.30508422851562,98.72881317138672,0.8371579647064209
51,3.2795825004577637,0.0625,8.379888458875939e-05,8.379888458875939e-05,0.0006000000284984708,0.6457446813583374,73.72882080078125,97.88136291503906,0.8402669429779053
52,3.280895471572876,0.125,8.715083822607994e-05,8.715083822607994e-05,0.0006000000284984708,,72.45762634277344,96.18644714355469,0.9965205192565918
53,3.2929608821868896,0.109375,8.715083822607994e-05,8.715083822607994e-05,0.0006000000284984708,0.6927811503410339,72.45762634277344,97.03390502929688,0.8436617851257324
54,3.2775278091430664,0.09375,9.050279186340049e-05,9.050279186340049e-05,0.0006000000284984708,,72.88135528564453,98.30509185791016,0.7819803953170776
55,3.2897861003875732,0.1015625,9.050279186340049e-05,9.050279186340049e-05,0.0006000000284984708,0.6370837092399597,69.49153137207031,97.03390502929688,0.8622592687606812
56,3.281674385070801,0.03125,9.385474550072104e-05,9.385474550072104e-05,0.0006000000284984708,,70.33898162841797,97.88136291503906,0.9755154848098755
57,3.2819488048553467,0.09375,9.385474550072104e-05,9.385474550072104e-05,0.0006000000284984708,0.6944200396537781,71.18643951416016,97.88136291503906,0.8840394020080566
58,3.2736093997955322,0.1171875,9.72067064139992e-05,9.72067064139992e-05,0.0006000000284984708,,71.18644714355469,97.45762634277344,0.8727748990058899
59,3.276757001876831,0.0859375,9.72067064139992e-05,9.72067064139992e-05,0.0006000000284984708,0.6751693487167358,72.03390502929688,97.88136291503906,0.7544824481010437
60,3.294116973876953,0.0703125,0.00010055866005131975,0.00010055866005131975,0.0006000000284984708,,70.76271057128906,99.57627868652344,0.807339072227478
61,3.265413999557495,0.0625,0.00010055866005131975,0.00010055866005131975,0.0006000000284984708,0.6425703167915344,71.61017608642578,97.88136291503906,0.8560718894004822
62,3.2667882442474365,0.0859375,0.0001039106136886403,0.0001039106136886403,0.0006000000284984708,,72.45762634277344,98.72881317138672,0.779583215713501
63,3.2838692665100098,0.078125,0.0001039106136886403,0.0001039106136886403,0.0006000000284984708,0.6082178354263306,74.15254974365234,98.72881317138672,0.8535756468772888
64,3.25598406791687,0.125,0.00010726256732596084,0.00010726256732596084,0.0006000000284984708,,71.18643951416016,98.30509185791016,0.8730876445770264
65,3.2803421020507812,0.09375,0.00010726256732596084,0.00010726256732596084,0.0006000000284984708,0.6795566082000732,72.03390502929688,98.30509185791016,0.787905216217041
66,3.267819404602051,0.109375,0.00011061452823923901,0.00011061452823923901,0.0006000000284984708,,72.88135528564453,97.03389739990234,0.8318501710891724
67,3.2578611373901367,0.125,0.00011061452823923901,0.00011061452823923901,0.0006000000284984708,0.6946366429328918,72.45762634277344,97.03389739990234,0.8058152198791504
68,3.277975082397461,0.078125,0.00011396648187655956,0.00011396648187655956,0.0006000000284984708,,73.72882080078125,97.88136291503906,0.800113320350647
69,3.2478079795837402,0.109375,0.00011396648187655956,0.00011396648187655956,0.0006000000284984708,0.6556414365768433,74.15254211425781,98.30509185791016,0.7897520661354065
70,3.252694606781006,0.09375,0.0001173184355138801,0.0001173184355138801,0.0006000000284984708,,75.0,97.88135528564453,0.6946746110916138
71,3.2602834701538086,0.109375,0.0001173184355138801,0.0001173184355138801,0.0006000000284984708,0.7323474287986755,72.88135528564453,98.30509185791016,0.7541148066520691
72,3.2539942264556885,0.109375,0.00012067038915120065,0.00012067038915120065,0.0006000000284984708,,75.84745788574219,97.45762634277344,0.8097594976425171
73,3.2482593059539795,0.1328125,0.00012067038915120065,0.00012067038915120065,0.0006000000284984708,0.7318810820579529,74.5762710571289,97.03389739990234,0.803978443145752
74,3.257249593734741,0.0546875,0.00012402235006447881,0.00012402235006447881,0.0006000000284984708,,71.18643951416016,97.88136291503906,0.8485339879989624
75,3.2573349475860596,0.09375,0.00012402235006447881,0.00012402235006447881,0.0006000000284984708,0.6347103118896484,75.0,97.03390502929688,0.8501192331314087
76,3.2425894737243652,0.125,0.00012737429642584175,0.00012737429642584175,0.0006000000284984708,,75.4237289428711,96.61016845703125,0.8183032274246216
77,3.2563657760620117,0.09375,0.00012737429642584175,0.00012737429642584175,0.0006000000284984708,0.654473066329956,74.5762710571289,98.30508422851562,0.8660968542098999
78,3.2454733848571777,0.1015625,0.0001307262573391199,0.0001307262573391199,0.0006000000284984708,,73.72881317138672,98.30509185791016,0.8427640795707703
79,3.241555690765381,0.1171875,0.0001307262573391199,0.0001307262573391199,0.0006000000284984708,0.8282613158226013,71.61016845703125,98.30509185791016,0.9388014078140259
80,3.236060857772827,0.1171875,0.00013407821825239807,0.00013407821825239807,0.0006000000284984708,,71.18644714355469,95.7627182006836,0.9054891467094421
81,3.259021282196045,0.0703125,0.00013407821825239807,0.00013407821825239807,0.0006000000284984708,0.7573493123054504,70.76271057128906,98.30508422851562,0.8064293265342712
82,3.2142858505249023,0.1015625,0.000137430164613761,0.000137430164613761,0.0006000000284984708,,72.88136291503906,97.88136291503906,0.8704174160957336
83,3.2292046546936035,0.1015625,0.000137430164613761,0.000137430164613761,0.0006000000284984708,0.8268216252326965,73.72882080078125,98.72881317138672,0.8061928749084473
84,3.21766996383667,0.109375,0.00014078212552703917,0.00014078212552703917,0.0006000000284984708,,71.61016845703125,99.15254211425781,0.8763512372970581
85,3.2300209999084473,0.1328125,0.00014078212552703917,0.00014078212552703917,0.0006000000284984708,0.8299932479858398,72.88135528564453,97.03389739990234,0.9891753196716309
86,3.2426061630249023,0.1171875,0.0001441340718884021,0.0001441340718884021,0.0006000000284984708,,72.45763397216797,97.03389739990234,0.9533141851425171
87,3.183779716491699,0.1484375,0.0001441340718884021,0.0001441340718884021,0.0006000000284984708,0.7952876687049866,69.91525268554688,96.18644714355469,1.16221022605896
88,3.2037322521209717,0.1796875,0.00014748603280168027,0.00014748603280168027,0.0006000000284984708,,68.22034454345703,96.18644714355469,1.097161054611206
89,3.2221691608428955,0.1015625,0.00014748603280168027,0.00014748603280168027,0.0006000000284984708,0.7704538702964783,70.33898162841797,97.03390502929688,0.9723014831542969
90,3.1896729469299316,0.171875,0.00015083799371495843,0.00015083799371495843,0.0006000000284984708,,71.18643951416016,97.03390502929688,0.9390259385108948
91,3.1937670707702637,0.109375,0.00015083799371495843,0.00015083799371495843,0.0006000000284984708,0.8570826649665833,73.72882080078125,98.72881317138672,0.9061496257781982
92,3.2057485580444336,0.109375,0.00015418994007632136,0.00015418994007632136,0.0006000000284984708,,73.30508422851562,97.45762634277344,0.8459806442260742
93,3.2101359367370605,0.125,0.00015418994007632136,0.00015418994007632136,0.0006000000284984708,0.7341583967208862,73.72882080078125,97.03389739990234,0.8559572100639343
94,3.1861720085144043,0.15625,0.00015754190098959953,0.00015754190098959953,0.0006000000284984708,,73.72882080078125,96.61016845703125,0.8938324451446533
95,3.2313129901885986,0.109375,0.00015754190098959953,0.00015754190098959953,0.0006000000284984708,0.8524898290634155,75.84746551513672,97.88135528564453,0.8581523895263672
96,3.2194478511810303,0.1328125,0.0001608938619028777,0.0001608938619028777,0.0006000000284984708,,73.30508422851562,97.88136291503906,0.8459198474884033
97,3.1987009048461914,0.1171875,0.0001608938619028777,0.0001608938619028777,0.0006000000284984708,0.69501131772995,76.69491577148438,97.88135528564453,0.8024837970733643
98,3.185380697250366,0.1171875,0.00016424580826424062,0.00016424580826424062,0.0006000000284984708,,72.88135528564453,97.45762634277344,0.8528964519500732
99,3.188448429107666,0.171875,0.00016424580826424062,0.00016424580826424062,0.0006000000284984708,0.8157437443733215,75.0,98.30509185791016,0.8557753562927246
100,3.1597275733947754,0.1484375,0.00016759776917751878,0.00016759776917751878,0.0006000000284984708,,74.15254211425781,97.88136291503906,0.906585693359375
101,3.174689292907715,0.1484375,0.00016759776917751878,0.00016759776917751878,0.0006000000284984708,1.062361478805542,74.15254974365234,97.03389739990234,0.9093869924545288
102,3.1305739879608154,0.171875,0.00017094971553888172,0.00017094971553888172,0.0006000000284984708,,72.88136291503906,95.7627182006836,0.9565300345420837
103,3.1501121520996094,0.1640625,0.00017094971553888172,0.00017094971553888172,0.0006000000284984708,0.9141553044319153,75.84745788574219,97.45762634277344,0.8267861604690552
104,3.1668131351470947,0.140625,0.00017430167645215988,0.00017430167645215988,0.0006000000284984708,,75.42373657226562,97.03389739990234,0.7395341992378235
105,3.1220028400421143,0.1484375,0.00017430167645215988,0.00017430167645215988,0.0006000000284984708,0.8880182504653931,73.72881317138672,97.03389739990234,0.7847613096237183
106,3.118971824645996,0.1875,0.00017765363736543804,0.00017765363736543804,0.0006000000284984708,,74.5762710571289,96.18643951416016,0.7995730638504028
107,3.119086265563965,0.1484375,0.00017765363736543804,0.00017765363736543804,0.0006000000284984708,0.9506210088729858,76.69491577148438,96.61016845703125,0.7888710498809814
108,3.127915143966675,0.171875,0.00018100558372680098,0.00018100558372680098,0.0006000000284984708,,75.42373657226562,98.30509185791016,0.8014160394668579
109,3.0962321758270264,0.171875,0.00018100558372680098,0.00018100558372680098,0.0006000000284984708,0.9739673733711243,76.27118682861328,97.45762634277344,0.8093745708465576
110,3.152853012084961,0.1328125,0.00018435754464007914,0.00018435754464007914,0.0006000000284984708,,73.30509185791016,96.18643951416016,0.8297773599624634
111,3.124607801437378,0.125,0.00018435754464007914,0.00018435754464007914,0.0006000000284984708,0.9474711418151855,72.45763397216797,96.61017608642578,0.8489370942115784
112,3.1465020179748535,0.1484375,0.00018770949100144207,0.00018770949100144207,0.0006000000284984708,,74.15254974365234,97.03389739990234,0.8409388065338135
113,3.1441597938537598,0.1171875,0.00018770949100144207,0.00018770949100144207,0.0006000000284984708,1.214950442314148,74.57627868652344,96.61017608642578,0.845126748085022
114,3.1121692657470703,0.1953125,0.00019106145191472024,0.00019106145191472024,0.0006000000284984708,,74.5762710571289,97.45762634277344,0.8450103998184204
115,3.1204097270965576,0.140625,0.00019106145191472024,0.00019106145191472024,0.0006000000284984708,0.8898606896400452,74.5762710571289,96.18643951416016,0.8177313804626465
116,3.0440592765808105,0.1796875,0.0001944134128279984,0.0001944134128279984,0.0006000000284984708,,74.5762710571289,96.61017608642578,0.7893959879875183
117,3.085062265396118,0.1796875,0.0001944134128279984,0.0001944134128279984,0.0006000000284984708,0.9580067992210388,76.27119445800781,98.30508422851562,0.8057874441146851
118,2.989112615585327,0.2578125,0.00019776535918936133,0.00019776535918936133,0.0006000000284984708,,77.96610260009766,96.18644714355469,0.8646165728569031
119,3.050800085067749,0.2109375,0.00019776535918936133,0.00019776535918936133,0.0006000000284984708,1.001695156097412,76.27118682861328,95.7627182006836,0.8364377021789551
120,2.930917739868164,0.234375,0.0002011173201026395,0.0002011173201026395,0.0006000000284984708,,77.5423812866211,96.18643951416016,0.8274775743484497
121,2.9792380332946777,0.2265625,0.0002011173201026395,0.0002011173201026395,0.0006000000284984708,1.3042244911193848,75.4237289428711,96.61016845703125,0.8128031492233276
122,3.0182318687438965,0.203125,0.00020446928101591766,0.00020446928101591766,0.0006000000284984708,,76.69491577148438,97.03390502929688,0.8028068542480469
123,2.952620506286621,0.21875,0.00020446928101591766,0.00020446928101591766,0.0006000000284984708,1.3569340705871582,76.69491577148438,96.18643951416016,0.8339591026306152
124,2.9764599800109863,0.21875,0.0002078212273772806,0.0002078212273772806,0.0006000000284984708,,75.84745788574219,96.61017608642578,0.7989925146102905
125,2.9622302055358887,0.2265625,0.0002078212273772806,0.0002078212273772806,0.0006000000284984708,1.296310305595398,75.0,97.45762634277344,0.7737056016921997
126,2.931373119354248,0.2421875,0.00021117318829055876,0.00021117318829055876,0.0006000000284984708,,76.27119445800781,97.88135528564453,0.8049671053886414
127,2.8794543743133545,0.296875,0.00021117318829055876,0.00021117318829055876,0.0006000000284984708,1.6216950416564941,75.42373657226562,97.45762634277344,0.8148279190063477
128,3.0573863983154297,0.140625,0.0002145251346519217,0.0002145251346519217,0.0006000000284984708,,76.27119445800781,97.88136291503906,0.8266956806182861
129,2.974165439605713,0.2109375,0.0002145251346519217,0.0002145251346519217,0.0006000000284984708,1.1325794458389282,75.4237289428711,97.03389739990234,0.876204252243042
130,2.8808469772338867,0.21875,0.00021787709556519985,0.00021787709556519985,0.0006000000284984708,,76.27119445800781,96.61017608642578,0.8770550489425659
131,3.011349678039551,0.109375,0.00021787709556519985,0.00021787709556519985,0.0006000000284984708,1.3390253782272339,75.84745788574219,97.03390502929688,0.8325068354606628
132,2.969923973083496,0.203125,0.00022122905647847801,0.00022122905647847801,0.0006000000284984708,,75.4237289428711,96.18643951416016,0.8285742998123169
133,2.9906859397888184,0.15625,0.00022122905647847801,0.00022122905647847801,0.0006000000284984708,1.6947189569473267,75.0,96.18643951416016,0.8516806960105896
134,2.978261709213257,0.15625,0.00022458100283984095,0.00022458100283984095,0.0006000000284984708,,73.30509185791016,95.3389892578125,0.8429172039031982
135,2.921729564666748,0.2265625,0.00022458100283984095,0.00022458100283984095,0.0006000000284984708,1.576620101928711,74.15254211425781,95.3389892578125,0.8298187255859375
136,2.844863176345825,0.2421875,0.0002279329637531191,0.0002279329637531191,0.0006000000284984708,,73.72881317138672,95.3389892578125,0.8469631671905518
137,2.916931390762329,0.234375,0.0002279329637531191,0.0002279329637531191,0.0006000000284984708,2.1467599868774414,74.5762710571289,94.91525268554688,0.8603631258010864
138,2.732935905456543,0.34375,0.00023128491011448205,0.00023128491011448205,0.0006000000284984708,,73.72881317138672,94.49153137207031,0.8528553247451782
139,2.8393750190734863,0.25,0.00023128491011448205,0.00023128491011448205,0.0006000000284984708,1.9148424863815308,74.15254211425781,94.49153137207031,0.8454686403274536
140,2.8337550163269043,0.1953125,0.0002346368710277602,0.0002346368710277602,0.0006000000284984708,,74.15254211425781,94.91525268554688,0.8406614065170288
141,2.724907398223877,0.2734375,0.0002346368710277602,0.0002346368710277602,0.0006000000284984708,2.4742774963378906,73.72882080078125,94.91525268554688,0.8329442739486694
142,2.83693265914917,0.25,0.00023798883194103837,0.00023798883194103837,0.0006000000284984708,,73.72882080078125,94.91525268554688,0.848741352558136
143,2.802525520324707,0.203125,0.00023798883194103837,0.00023798883194103837,0.0006000000284984708,1.598286509513855,75.0,95.3389892578125,0.8310360312461853
144,2.802791118621826,0.1953125,0.0002413407783024013,0.0002413407783024013,0.0006000000284984708,,74.15254211425781,95.3389892578125,0.8497903347015381
145,2.719028949737549,0.3515625,0.0002413407783024013,0.0002413407783024013,0.0006000000284984708,1.5037705898284912,74.5762710571289,94.49152374267578,0.8339799642562866
146,2.8929550647735596,0.1640625,0.00024469272466376424,0.00024469272466376424,0.0006000000284984708,,73.72882080078125,93.64407348632812,0.8486169576644897
147,2.808788776397705,0.234375,0.00024469272466376424,0.00024469272466376424,0.0006000000284984708,1.7755018472671509,73.72881317138672,94.49152374267578,0.8666408061981201
148,2.7256016731262207,0.28125,0.00024804470012895763,0.00024804470012895763,0.0006000000284984708,,74.15254211425781,95.7627182006836,0.8675714135169983
149,2.8725292682647705,0.1484375,0.00024804470012895763,0.00024804470012895763,0.0006000000284984708,1.5782949924468994,75.00000762939453,95.7627182006836,0.8377147912979126
150,2.8132998943328857,0.2265625,0.00025139664649032056,0.00025139664649032056,0.0006000000284984708,,74.5762710571289,95.7627182006836,0.8387482166290283
151,2.7483954429626465,0.234375,0.00025139664649032056,0.00025139664649032056,0.0006000000284984708,1.947386384010315,73.30509185791016,95.7627182006836,0.8623281717300415
152,2.793546438217163,0.21875,0.0002547485928516835,0.0002547485928516835,0.0006000000284984708,,73.72882080078125,95.7627182006836,0.8743650913238525
153,2.7620091438293457,0.2421875,0.0002547485928516835,0.0002547485928516835,0.0006000000284984708,1.8722407817840576,73.30508422851562,95.7627182006836,0.8649693131446838
154,2.7088072299957275,0.25,0.0002581005683168769,0.0002581005683168769,0.0006000000284984708,,74.15254211425781,96.18643951416016,0.8728650808334351
155,2.6641383171081543,0.3046875,0.0002581005683168769,0.0002581005683168769,0.0006000000284984708,3.220752239227295,74.57627868652344,96.18643951416016,0.8685729503631592
156,2.551603317260742,0.328125,0.0002614525146782398,0.0002614525146782398,0.0006000000284984708,,75.0,95.7627182006836,0.8687959909439087
157,2.758518695831299,0.265625,0.0002614525146782398,0.0002614525146782398,0.0006000000284984708,2.6301565170288086,74.57627868652344,96.18643951416016,0.8594317436218262
158,2.7714359760284424,0.2109375,0.00026480446103960276,0.00026480446103960276,0.0006000000284984708,,73.30509185791016,95.7627182006836,0.8654958605766296
159,2.5730783939361572,0.328125,0.00026480446103960276,0.00026480446103960276,0.0006000000284984708,2.911618709564209,74.15254211425781,95.7627182006836,0.8602919578552246
160,2.6061058044433594,0.3203125,0.00026815643650479615,0.00026815643650479615,0.0006000000284984708,,74.5762710571289,95.33898162841797,0.8613273501396179
161,2.6450796127319336,0.328125,0.00026815643650479615,0.00026815643650479615,0.0006000000284984708,1.803726315498352,73.30508422851562,96.18643951416016,0.8717426061630249
162,2.6830849647521973,0.28125,0.0002715083828661591,0.0002715083828661591,0.0006000000284984708,,73.72882080078125,96.18643951416016,0.8720260262489319
163,2.5848548412323,0.3515625,0.0002715083828661591,0.0002715083828661591,0.0006000000284984708,2.184762954711914,73.72882080078125,95.7627182006836,0.8784547448158264
164,2.710200548171997,0.2265625,0.000274860329227522,0.000274860329227522,0.0006000000284984708,,72.88135528564453,96.18643951416016,0.8899625539779663
165,2.646266460418701,0.265625,0.000274860329227522,0.000274860329227522,0.0006000000284984708,1.8057962656021118,73.30509185791016,95.7627182006836,0.884398877620697
166,2.5004918575286865,0.34375,0.0002782123046927154,0.0002782123046927154,0.0006000000284984708,,73.30509185791016,94.91525268554688,0.8930151462554932
167,2.6931796073913574,0.25,0.0002782123046927154,0.0002782123046927154,0.0006000000284984708,1.7835439443588257,74.15254211425781,94.91525268554688,0.8768829107284546
168,2.6186118125915527,0.2734375,0.00028156425105407834,0.00028156425105407834,0.0006000000284984708,,73.72881317138672,95.33898162841797,0.8768783211708069
169,2.65602970123291,0.28125,0.00028156425105407834,0.00028156425105407834,0.0006000000284984708,1.6420633792877197,73.30509185791016,95.33898162841797,0.8750720024108887
170,2.562551975250244,0.28125,0.0002849161974154413,0.0002849161974154413,0.0006000000284984708,,73.30509185791016,95.33898162841797,0.8741422891616821
171,2.6903882026672363,0.234375,0.0002849161974154413,0.0002849161974154413,0.0006000000284984708,1.7916285991668701,74.5762710571289,95.33898162841797,0.8655698299407959
172,2.594459295272827,0.3125,0.0002882681437768042,0.0002882681437768042,0.0006000000284984708,,75.00000762939453,95.7627182006836,0.8667801022529602
173,2.5196712017059326,0.296875,0.0002882681437768042,0.0002882681437768042,0.0006000000284984708,2.203857660293579,74.15254211425781,95.33898162841797,0.8667528033256531
174,2.3316545486450195,0.4296875,0.0002916201192419976,0.0002916201192419976,0.0006000000284984708,,74.15254211425781,95.7627182006836,0.8535022735595703
175,2.6745057106018066,0.2109375,0.0002916201192419976,0.0002916201192419976,0.0006000000284984708,2.6550424098968506,73.30509185791016,95.7627182006836,0.8555998802185059
176,2.609926462173462,0.265625,0.00029497206560336053,0.00029497206560336053,0.0006000000284984708,,73.72881317138672,95.7627182006836,0.858444094657898
177,2.407782554626465,0.3984375,0.00029497206560336053,0.00029497206560336053,0.0006000000284984708,2.371687412261963,74.15254211425781,95.7627182006836,0.8591343760490417
178,2.487480640411377,0.3515625,0.00029832401196472347,0.00029832401196472347,0.0006000000284984708,,74.15254211425781,95.7627182006836,0.8635070323944092
179,2.3894858360290527,0.3515625,0.00029832401196472347,0.00029832401196472347,0.0006000000284984708,2.266944169998169,74.15254211425781,95.7627182006836,0.8546102046966553
180,2.4816274642944336,0.3125,0.00030167598742991686,0.00030167598742991686,0.0006000000284984708,,74.15254211425781,95.33898162841797,0.8616907596588135
181,2.534371852874756,0.375,0.00030167598742991686,0.00030167598742991686,0.0006000000284984708,2.1573665142059326,74.15254211425781,94.91525268554688,0.8638677597045898
